x,pred_E_A_given_X,actual_E_A_given_X,pred_E_M_given_X,actual_E_M_given_X,pred_E_C_given_X,actual_E_C_given_X,pred_E_L_given_X,actual_E_L_given_X
89,,4.666666666666667,,31.333333333333332,,0.28485460589992845,,125.0
90,,4.8,,31.8,,0.29501234567901236,,126.6
91,,4.5,,31.75,,0.3079338244173409,,127.25
92,,3.5,,32.0,,0.32750472589792057,,127.5
93,,3.6,,31.6,,0.32958723551855706,,128.2
94,,3.8333333333333335,,31.666666666666668,,0.3114908706805493,,129.5
95,,3.2222222222222223,,31.88888888888889,,0.32776854416743606,,130.11111111111111
96,,3.1785714285714284,,32.0,,0.3311321924603175,,131.17857142857142
97,,4.333333333333333,,32.0,,0.3076841322138378,,133.33333333333334
98,,4.0,,32.0,,0.31143273635985,,134.0
