ep,bs,source_ep,source_bs,num_samples,alpha,beta,gamma,delta,eta,pred_expected_X,actual_expected_X,pred_p95_X,actual_p95_X,pred_expected_latency,actual_formula_expected_latency,pred_p95_latency,actual_formula_p95_latency
4,32,4,1,5000,0.0,1.0,1.0,1.0,0.0,43.91753333333333,48.127856182795696,54.0,65.0,68.10653333333333,74.64314516129032,84.0,100.0
