x,gumbel_prob,actual_prob,abs_diff
0,6.869933484716149e-05,0.0,6.869933484716149e-05
1,0.00017553111149986485,0.0,0.00017553111149986485
2,0.0004898774793361878,0.0,0.0004898774793361878
3,0.0011734474968548862,0.0,0.0011734474968548862
4,0.0024608178886120534,0.0,0.0024608178886120534
5,0.0045965912153595615,0.0,0.0045965912153595615
6,0.007763798349360873,0.0,0.007763798349360873
7,0.012014233242856723,0.0,0.012014233242856723
8,0.017229324493186274,0.00016801075268817206,0.017061313740498102
9,0.02312681280787536,0.0018481182795698926,0.02127869452830547
10,0.02930913558869216,0.006384408602150538,0.022924726986541622
11,0.03533499668162621,0.015625,0.019709996681626207
12,0.04079157073415563,0.0270497311827957,0.013741839551359932
13,0.04534984813048003,0.04133064516129032,0.004019202969189707
14,0.04879486655481128,0.04519489247311828,0.0035999740816929984
15,0.051031253155866506,0.048219086021505375,0.0028121671343611307
16,0.052070013759352,0.04956317204301075,0.002506841716341253
17,0.052004466181776426,0.045530913978494625,0.006473552203281802
18,0.05098255750381692,0.046875,0.0041075575038169165
19,0.04918082423763617,0.04536290322580645,0.0038179210118297197
20,0.04678300910058707,0.04838709677419355,0.0016040876736064802
21,0.04396446251083798,0.04334677419354839,0.0006176883172895886
22,0.04088216540742476,0.04233870967741935,0.0014565442699945932
23,0.03766949594018375,0.038306451612903226,0.0006369556727194789
24,0.034434592490591796,0.03494623655913978,0.0005116440685479853
25,0.03126118113754838,0.03377016129032258,0.002508980152774197
26,0.02821090200203474,0.0324260752688172,0.004215173266782463
27,0.02532639013991613,0.029737903225806453,0.0044115130858903215
28,0.022634584824354962,0.027721774193548387,0.005087189369193425
29,0.020149927194927593,0.02217741935483871,0.002027492159911118
30,0.01787725050922935,0.0198252688172043,0.0019480183079749504
31,0.01581427070344257,0.019993279569892473,0.004179008866449903
32,0.013953653889163677,0.23387096774193547,0.2199173138527718
33,0.012284679594026838,0.0,0.012284679594026838
34,0.010794541441025887,0.0,0.010794541441025887
35,0.009469336789395913,0.0,0.009469336789395913
36,0.008294798426663672,0.0,0.008294798426663672
37,0.0072568181717959255,0.0,0.0072568181717959255
38,0.0063418065885232685,0.0,0.0063418065885232685
39,0.0055369264414965045,0.0,0.0055369264414965045
40,0.0048302309765075714,0.0,0.0048302309765075714
41,0.0042107320754473125,0.0,0.0042107320754473125
42,0.003668418062221527,0.0,0.003668418062221527
43,0.0031942364854038534,0.0,0.0031942364854038534
44,0.002780053548534928,0.0,0.002780053548534928
45,0.0024185989215333137,0.0,0.0024185989215333137
46,0.0021034023480637357,0.0,0.0021034023480637357
47,0.0018287266622957397,0.0,0.0018287266622957397
48,0.001589500449133383,0.0,0.001589500449133383
49,0.0013812525405800659,0.0,0.0013812525405800659
50,0.0012000497658256105,0.0,0.0012000497658256105
51,0.0010424388046328826,0.0,0.0010424388046328826
52,0.0009053925845870369,0.0,0.0009053925845870369
53,0.0007862613744502935,0.0,0.0007862613744502935
54,0.0006827285280849967,0.0,0.0006827285280849967
55,0.0005927707027617562,0.0,0.0005927707027617562
56,0.0005146222941605486,0.0,0.0005146222941605486
57,0.00044674378426775516,0.0,0.00044674378426775516
58,0.00038779367736457723,0.0,0.00038779367736457723
59,0.00033660369564031433,0.0,0.00033660369564031433
60,0.0002921569139592591,0.0,0.0002921569139592591
61,0.0002535685287712655,0.0,0.0002535685287712655
62,0.0002200689760747824,0.0,0.0002200689760747824
63,0.00019098913557913594,0.0,0.00019098913557913594
64,0.00016574738126063377,0.0,0.00016574738126063377
65,0.00014383826136567007,0.0,0.00014383826136567007
66,0.0001248226129164138,0.0,0.0001248226129164138
67,0.00010831893648842811,0.0,0.00010831893648842811
68,9.399587626818326e-05,0.0,9.399587626818326e-05
69,8.156566800545311e-05,0.0,8.156566800545311e-05
70,7.077843347623371e-05,0.0,7.077843347623371e-05
71,6.141721449140014e-05,0.0,6.141721449140014e-05
72,5.3293652387444156e-05,0.0,5.3293652387444156e-05
73,4.624423046197241e-05,0.0,4.624423046197241e-05
74,4.0127007014155204e-05,0.0,4.0127007014155204e-05
75,3.4818775706850605e-05,0.0,3.4818775706850605e-05
76,3.0212597926207347e-05,0.0,3.0212597926207347e-05
77,2.6215658844372104e-05,0.0,2.6215658844372104e-05
