x,gumbel_prob,actual_prob,abs_diff
78,2.2747405042673143e-05,0.0,2.2747405042673143e-05
79,1.9737926968654106e-05,0.0,1.9737926968654106e-05
80,1.7126554219335225e-05,0.0,1.7126554219335225e-05
81,1.4860635791094926e-05,0.0,1.4860635791094926e-05
82,1.2894481043124902e-05,0.0,1.2894481043124902e-05
83,1.118844027733195e-05,0.0,1.118844027733195e-05
84,9.7081065885819e-06,0.0,9.7081065885819e-06
85,8.423623033488215e-06,0.0,8.423623033488215e-06
86,7.309081254832773e-06,0.0,7.309081254832773e-06
87,6.34199951347702e-06,0.0,6.34199951347702e-06
88,5.502869663022058e-06,0.0,5.502869663022058e-06
89,4.774763973712801e-06,0.0,4.774763973712801e-06
90,4.1429939100121466e-06,0.0,4.1429939100121466e-06
91,3.5948140066612143e-06,0.0,3.5948140066612143e-06
92,3.1191648859902287e-06,0.0,3.1191648859902287e-06
93,2.706450249168372e-06,0.0,2.706450249168372e-06
94,2.348343353426499e-06,0.0,2.348343353426499e-06
95,2.0376190779253325e-06,0.0,2.0376190779253325e-06
96,1.7680081987498284e-06,0.0,1.7680081987498284e-06
97,1.5340709346020745e-06,0.0,1.5340709346020745e-06
98,1.3310872203375861e-06,0.0,1.3310872203375861e-06
99,1.1549614896750386e-06,0.0,1.1549614896750386e-06
100,1.002140057384573e-06,0.0,1.002140057384573e-06
101,8.695394264050799e-07,0.0,8.695394264050799e-07
102,7.544840812632898e-07,0.0,7.544840812632898e-07
103,6.54652509689781e-07,0.0,6.54652509689781e-07
104,5.6803036541241e-07,0.0,5.6803036541241e-07
105,4.928698282154303e-07,0.0,4.928698282154303e-07
106,4.276543390330265e-07,0.0,4.276543390330265e-07
107,3.710680024210206e-07,0.0,3.710680024210206e-07
108,3.2196903556995837e-07,0.0,3.2196903556995837e-07
109,2.7936673195165877e-07,0.0,2.7936673195165877e-07
110,2.4240147075198557e-07,0.0,2.4240147075198557e-07
111,2.1032737363074799e-07,0.0,2.1032737363074799e-07
112,1.824972540924306e-07,0.0,1.824972540924306e-07
113,1.5834955893034226e-07,0.0,1.5834955893034226e-07
114,1.3739703873231713e-07,0.0,1.3739703873231713e-07
115,1.1921691463417098e-07,0.0,1.1921691463417098e-07
116,1.034423495853725e-07,0.0,1.034423495853725e-07
117,8.975504493691123e-08,0.0,8.975504493691123e-08
118,7.787881857746313e-08,0.0,7.787881857746313e-08
119,6.757403250129687e-08,0.0,6.757403250129687e-08
120,5.863275667618127e-08,0.0,5.863275667618127e-08
121,5.0874574287213104e-08,0.0,5.0874574287213104e-08
122,4.414294031586891e-08,0.0,4.414294031586891e-08
123,3.830202417635516e-08,0.0,3.830202417635516e-08
124,3.323396757542104e-08,0.0,3.323396757542104e-08
125,2.883650719150215e-08,0.0,2.883650719150215e-08
126,2.502091088088509e-08,0.0,2.502091088088509e-08
127,2.1710187664903755e-08,0.0,2.1710187664903755e-08
128,1.8837533417512836e-08,0.0,1.8837533417512836e-08
