local_bs,level,x,prob,gumbel_prob
32,L3_arrival_departure,5,0.0,0.004596591215359562
32,L3_arrival_departure,6,0.0,0.007763798349360875
32,L3_arrival_departure,7,0.0,0.012014233242856727
32,L3_arrival_departure,8,0.0006720430107526882,0.017229324493186277
32,L3_arrival_departure,9,0.004368279569892473,0.023126812807875364
32,L3_arrival_departure,10,0.015120967741935484,0.029309135588692168
32,L3_arrival_departure,11,0.03326612903225806,0.035334996681626214
32,L3_arrival_departure,12,0.05594758064516129,0.04079157073415564
32,L3_arrival_departure,13,0.07644489247311828,0.045349848130480035
32,L3_arrival_departure,14,0.06653225806451613,0.04879486655481129
32,L3_arrival_departure,15,0.05981182795698925,0.05103125315586652
32,L3_arrival_departure,16,0.04401881720430108,0.05207001375935202
32,L3_arrival_departure,17,0.037298387096774195,0.05200446618177644
32,L3_arrival_departure,18,0.03225806451612903,0.05098255750381693
32,L3_arrival_departure,19,0.042506720430107524,0.049180824237636186
32,L3_arrival_departure,20,0.043850806451612906,0.046783009100587074
32,L3_arrival_departure,21,0.05325940860215054,0.043964462510837986
32,L3_arrival_departure,22,0.06098790322580645,0.040882165407424766
32,L3_arrival_departure,23,0.05712365591397849,0.037669495940183755
32,L3_arrival_departure,24,0.06317204301075269,0.0344345924905918
32,L3_arrival_departure,25,0.05241935483870968,0.03126118113754839
32,L3_arrival_departure,26,0.05443548387096774,0.028210902002034747
32,L3_arrival_departure,27,0.05090725806451613,0.02532639013991614
32,L3_arrival_departure,28,0.04065860215053763,0.022634584824354965
32,L3_arrival_departure,29,0.03141801075268817,0.020149927194927596
32,L3_arrival_departure,30,0.016801075268817203,0.017877250509229354
32,L3_arrival_departure,31,0.006216397849462365,0.015814270703442573
32,L3_arrival_departure,32,0.0005040322580645161,0.01395365388916368
32,L3_arrival_departure,33,0.0,0.012284679594026841
32,L3_arrival_departure,34,0.0,0.010794541441025889
32,L3_arrival_departure,35,0.0,0.009469336789395915
32,L3_arrival_departure,36,0.0,0.008294798426663674
32,L3_arrival_departure,37,0.0,0.007256818171795927
32,L3_arrival_departure,38,0.0,0.00634180658852327
32,L3_arrival_departure,39,0.0,0.005536926441496505
32,L3_arrival_departure,40,0.0,0.004830230976507572
32,L3_arrival_departure,41,0.0,0.004210732075447313
32,L3_arrival_departure,42,0.0,0.003668418062221528
32,L3_arrival_departure,43,0.0,0.0031942364854038543
32,L3_arrival_departure,44,0.0,0.0027800535485349286
32,L3_arrival_departure,45,0.0,0.002418598921533314
32,L3_arrival_departure,46,0.0,0.002103402348063736
32,L3_arrival_departure,47,0.0,0.00182872666229574
32,L3_arrival_departure,48,0.0,0.0015895004491333835
32,L3_arrival_departure,49,0.0,0.001381252540580066
32,L3_arrival_departure,50,0.0,0.0012000497658256107
32,L3_arrival_departure,51,0.0,0.0010424388046328828
32,L3_arrival_departure,52,0.0,0.0009053925845870371
32,L3_arrival_departure,53,0.0,0.0007862613744502937
32,L3_arrival_departure,54,0.0,0.0006827285280849968
32,L3_arrival_departure,55,0.0,0.0005927707027617563
32,L3_arrival_departure,56,0.0,0.0005146222941605487
32,L3_arrival_departure,57,0.0,0.0004467437842677553
32,L3_arrival_departure,58,0.0,0.00038779367736457734
32,L3_arrival_departure,59,0.0,0.0003366036956403144
32,L3_arrival_departure,60,0.0,0.00029215691395925914
32,L3_arrival_departure,61,0.0,0.00025356852877126557
32,L3_arrival_departure,62,0.0,0.00022006897607478246
32,L3_arrival_departure,63,0.0,0.000190989135579136
32,L3_arrival_departure,64,0.0,0.0001657473812606338
32,L3_arrival_departure,65,0.0,0.0001438382613656701
32,L3_arrival_departure,66,0.0,0.00012482261291641382
32,L3_arrival_departure,67,0.0,0.00010831893648842813
32,L3_arrival_departure,68,0.0,9.399587626818328e-05
