local_bs,level,layer,num_samples,expected_x,p95_x,spike_x,spike_prob,max_prob_x,max_prob
32,L3_arrival_departure,15,248,13.943548387096774,17,32,0.0,14,0.25
32,L3_arrival_departure,16,248,15.294354838709676,19,32,0.0,16,0.17338709677419356
32,L3_arrival_departure,17,248,22.100806451612904,26,32,0.0,24,0.14919354838709678
32,L3_arrival_departure,18,248,14.254032258064516,17,32,0.0,13,0.24596774193548387
32,L3_arrival_departure,19,248,23.193548387096776,27,32,0.0,24,0.18951612903225806
32,L3_arrival_departure,20,248,14.721774193548386,19,32,0.0,13,0.22580645161290322
32,L3_arrival_departure,21,248,24.036290322580644,28,32,0.0,24,0.18951612903225806
32,L3_arrival_departure,22,248,27.403225806451616,30,32,0.0,28,0.21774193548387097
32,L3_arrival_departure,23,248,27.491935483870964,30,32,0.004032258064516129,27,0.20161290322580644
16,fixed_original,0,496,9.237903225806452,16,16,0.14919354838709678,7,0.20362903225806453
16,fixed_original,1,496,9.050403225806452,16,16,0.17540322580645162,6,0.23588709677419356
16,fixed_original,2,496,11.858870967741936,16,16,0.2903225806451613,16,0.2903225806451613
16,fixed_original,3,496,11.866935483870968,16,16,0.2560483870967742,16,0.2560483870967742
16,fixed_original,4,496,11.858870967741936,16,16,0.28830645161290325,16,0.28830645161290325
16,fixed_original,5,496,12.548387096774194,16,16,0.23588709677419356,16,0.23588709677419356
16,fixed_original,6,496,10.080645161290322,16,16,0.21370967741935484,16,0.21370967741935484
16,fixed_original,7,496,10.502016129032258,16,16,0.22782258064516128,16,0.22782258064516128
16,fixed_original,8,496,10.445564516129032,16,16,0.23790322580645162,16,0.23790322580645162
16,fixed_original,9,496,12.64717741935484,16,16,0.2903225806451613,16,0.2903225806451613
16,fixed_original,10,496,14.27016129032258,16,16,0.33064516129032256,16,0.33064516129032256
16,fixed_original,11,496,13.953629032258064,16,16,0.32056451612903225,16,0.32056451612903225
16,fixed_original,12,496,12.495967741935484,16,16,0.2862903225806452,16,0.2862903225806452
