m,theory_prob,real_prob,abs_error,sMAPE_percent
53,0.018523186103652587,0.01881720430107527,0.0002940181974226824,1.5747998038363054
54,0.01500020211757312,0.013440860215053764,0.0015593419025193567,10.965426567280634
55,0.011933583748903022,0.0114247311827957,0.0005088525661073231,4.356928721915447
56,0.009315450098122872,0.011760752688172043,0.002445302590049171,23.204394215064795
57,0.007129893698916047,0.010080645161290322,0.002950751462374275,34.29005316268049
58,0.005352705711766169,0.008904569892473119,0.0035518641807069503,49.82528611077465
59,0.003947602086922092,0.0072244623655913975,0.003276860278669306,58.66167873623533
60,0.0028657784489193594,0.00823252688172043,0.00536674843280107,96.71293540617864
61,0.0020508740297212782,0.009576612903225807,0.007525738873504528,129.44738475138524
62,0.0014466920154849036,0.011928763440860215,0.01048207142537531,156.73591766032564
63,0.001003728168171058,0.019321236559139785,0.018317508390968726,180.2463978336486
64,0.0006822486914818854,0.05510752688172043,0.05442527819023855,195.10843207758242
65,0.00045206107189708737,0.006888440860215054,0.006436379788317966,175.36620377854666
66,0.0002905033495681655,0.003864247311827957,0.0035737439622597917,172.03169352448722
67,0.00018020817566491884,0.0030241935483870967,0.002843985372722178,177.50492089524374
68,0.00010748664969685263,0.002856182795698925,0.002748696146002072,185.49276136529474
69,6.144699581690908e-05,0.0021841397849462364,0.0021226927891293272,189.05462102942613
70,3.358048664209906e-05,0.0015120967741935483,0.0014785162875514493,191.30983226758624
71,1.7505603375508346e-05,0.0011760752688172043,0.001158569665441696,194.13341691934156
72,8.688715792643952e-06,0.0015120967741935483,0.0015034080584009045,197.71467682987353
73,4.098983971046681e-06,0.0013440860215053765,0.0013399870375343298,198.78385119122484
74,1.8349605523542347e-06,0.0015120967741935483,0.001510261813641194,199.51518010746707
75,7.782294915632067e-07,0.0016801075268817205,0.0016793292973901572,199.81480490542262
76,3.1219137827109603e-07,0.0023521505376344087,0.0023518383462561377,199.94691667172094
77,1.1826717725947588e-07,0.0011760752688172043,0.001175957001639945,199.95977968807338
78,4.2240590075701005e-08,0.0010080645161290322,0.0010080222755389566,199.9832396361619
79,1.4200559452012905e-08,0.0011760752688172043,0.0011760610682577523,199.99517024518224
80,4.4861578713212986e-09,0.0008400537634408602,0.0008400492772829889,199.99786388247557
81,1.3295961722294117e-09,0.0018481182795698926,0.0018481169499737203,199.9997122272464
82,3.6908322004907596e-10,0.0008400537634408602,0.0008400533943576402,199.99982425741118
83,9.580193840247769e-11,0.0015120967741935483,0.00151209667839161,199.99997465719548
84,2.3214576404365955e-11,0.0008400537634408602,0.0008400537402262838,199.9999889461476
85,5.2430212175408555e-12,0.0008400537634408602,0.000840053758197839,199.99999750348303
86,1.1019037845508026e-12,0.0010080645161290322,0.0010080645150271285,199.9999995627646
87,2.1516166289302306e-13,0.0011760752688172043,0.0011760752686020427,199.99999992682046
88,3.897418089825069e-14,0.0008400537634408602,0.0008400537634018861,199.99999998144207
89,6.5392643577086625e-15,0.0005040322580645161,0.0005040322580579769,199.99999999481045
90,1.0148250570505756e-15,0.0008400537634408602,0.0008400537634398454,199.99999999951677
91,1.4546620113569114e-16,0.0006720430107526882,0.0006720430107525427,199.9999999999134
92,1.9234237523209454e-17,0.0003360215053763441,0.00033602150537632487,199.99999999997706
93,2.343184804912544e-18,0.0008400537634408602,0.0008400537634408578,199.99999999999886
94,2.627145778806983e-19,0.0010080645161290322,0.001008064516129032,199.99999999999991
95,2.7082500208030265e-20,0.0015120967741935483,0.0015120967741935483,200.0
96,2.564777131834231e-21,0.004704301075268817,0.004704301075268817,200.0
97,2.229621819689934e-22,0.0005040322580645161,0.0005040322580645161,200.0
98,1.7779435575118856e-23,0.0003360215053763441,0.0003360215053763441,200.0
99,1.2995995076021154e-24,0.0,1.2995995076021154e-24,200.0
100,8.70217969448645e-26,0.0,8.70217969448645e-26,200.0
101,5.334853740854603e-27,0.0,5.334853740854603e-27,200.0
102,2.992699690972593e-28,0.0,2.992699690972593e-28,200.0
103,1.5354258194489015e-29,0.0,1.5354258194489015e-29,200.0
104,7.200997450879284e-31,0.0,7.200997450879284e-31,200.0
105,3.0853676943874304e-32,0.0,3.0853676943874304e-32,200.0
106,1.206948007315605e-33,0.0,1.206948007315605e-33,200.0
107,4.307290064458196e-35,0.0,4.307290064458196e-35,200.0
108,1.4010521820631813e-36,0.0,1.4010521820631813e-36,200.0
109,4.149134868505722e-38,0.0,4.149134868505722e-38,200.0
110,1.117203094323071e-39,0.0,1.117203094323071e-39,200.0
111,2.7307155431053494e-41,0.0,2.7307155431053494e-41,200.0
112,6.0470955918298605e-43,0.0,6.0470955918298605e-43,200.0
113,1.2104085990116858e-44,0.0,1.2104085990116858e-44,200.0
114,2.183857397101672e-46,0.0,2.183857397101672e-46,200.0
115,3.539871977469753e-48,0.0,3.539871977469753e-48,199.99999999999997
116,5.134817099708351e-50,0.0,5.134817099708351e-50,200.0
117,6.635208119052403e-52,0.0,6.635208119052403e-52,200.0
118,7.598258898752827e-54,0.0,7.598258898752827e-54,200.0
119,7.667359284752975e-56,0.0,7.667359284752975e-56,200.0
120,6.780619552658905e-58,0.0,6.780619552658905e-58,200.0
121,5.235361139745145e-60,0.0,5.235361139745145e-60,200.0
122,3.5325298882567547e-62,0.0,3.5325298882567547e-62,200.0
123,2.1029717288207408e-64,0.0,2.1029717288207408e-64,200.0
124,1.1235783234899283e-66,0.0,1.1235783234899283e-66,200.0
125,5.411912527268524e-69,0.0,5.411912527268524e-69,200.0
126,2.233936646556434e-71,0.0,2.233936646556434e-71,200.0
127,6.8229701168388854e-74,0.0,6.8229701168388854e-74,200.0
128,1.1042812835983992e-76,0.0,1.1042812835983992e-76,200.0
