m,theory_prob,real_prob,abs_error,sMAPE_percent
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.013549673656472147,0.025390625,0.011840951343527853,60.81592464396677
5,0.284153801585132,0.22683551747311828,0.0573182841120137,22.434239610976956
6,0.3901621585113679,0.3231056787634409,0.067056479747927,18.802608569630877
7,0.20998532300430975,0.1990297379032258,0.010955585101083937,5.357057061309839
8,0.07526305308980565,0.17109795026881722,0.09583489717901157,77.80037901494222
9,0.020558332328284006,0.024508568548387098,0.003950236220103091,17.530543007220327
10,0.00513119015232526,0.011466733870967742,0.006335543718642482,76.3413991984947
11,0.0010479646779778487,0.007014448924731183,0.005966484246753334,148.00739681101328
12,0.00014162949575097607,0.011214717741935484,0.011073088246184509,195.0114418734583
13,6.662179187196268e-06,0.00031502016129032257,0.0003083579821031263,191.7158285067105
14,2.0737625879974614e-07,2.1001344086021507e-05,2.0793967827221762e-05,196.0888492011187
15,3.907884912745573e-09,0.0,3.907884912745573e-09,200.0
16,3.5243669381950316e-11,0.0,3.5243669381950316e-11,200.0
