bs,layer,source,x,probability
8,4,cont_sim,14,0.05365
8,4,cont_sim,15,0.0188
8,4,cont_sim,16,0.00455
8,4,cont_sim,17,0.0009
8,4,cont_sim,18,0.00015
8,4,cont_sim,19,5e-05
8,5,predicted,8,0.000622380767690273
8,5,predicted,9,0.04400653992971618
8,5,predicted,10,0.2503162684693153
8,5,predicted,11,0.35527414356077064
8,5,predicted,12,0.2272929849459413
8,5,predicted,13,0.09090229843290654
8,5,predicted,14,0.025493404395331352
8,5,predicted,15,0.005204892992561661
8,5,predicted,16,0.000787802125429767
8,5,predicted,17,9.063744521570489e-05
8,5,predicted,18,8.074055784102189e-06
8,5,predicted,19,5.449011484314038e-07
8,5,predicted,20,2.700710775157926e-08
8,5,predicted,21,9.484471887773702e-10
8,5,predicted,22,2.2326171190249814e-11
8,5,predicted,23,3.075997947268457e-13
8,5,fixed_actual,8,0.03225806451612903
8,5,fixed_actual,9,0.03326612903225806
8,5,fixed_actual,10,0.16834677419354838
8,5,fixed_actual,11,0.26310483870967744
8,5,fixed_actual,12,0.21370967741935484
8,5,fixed_actual,13,0.11290322580645161
8,5,fixed_actual,14,0.046370967741935484
8,5,fixed_actual,15,0.03326612903225806
8,5,fixed_actual,16,0.09375
8,5,fixed_actual,17,0.0030241935483870967
8,5,cont_sim,8,0.00055
8,5,cont_sim,9,0.0444
8,5,cont_sim,10,0.25125
8,5,cont_sim,11,0.351
8,5,cont_sim,12,0.23315
8,5,cont_sim,13,0.0895
8,5,cont_sim,14,0.0246
8,5,cont_sim,15,0.005
8,5,cont_sim,16,0.0005
8,5,cont_sim,17,5e-05
8,6,predicted,8,0.0079817280214508
8,6,predicted,9,0.1816795433387167
8,6,predicted,10,0.3093546521350477
8,6,predicted,11,0.2479765140365849
8,6,predicted,12,0.1457625268553629
8,6,predicted,13,0.06968945038446182
8,6,predicted,14,0.02709452506787869
8,6,predicted,15,0.008249663263176672
8,6,predicted,16,0.001866960094891953
8,6,predicted,17,0.0003023643978591214
8,6,predicted,18,3.730796323502758e-05
8,6,predicted,19,4.17091737734033e-06
8,6,predicted,20,5.13388772972278e-07
8,6,predicted,21,6.973867407829686e-08
8,6,predicted,22,9.19133177464918e-09
8,6,predicted,23,1.0838074389538099e-09
8,6,predicted,24,1.1092221496552179e-10
8,6,predicted,25,9.697024228873921e-12
8,6,predicted,26,7.111031968097605e-13
8,6,predicted,27,3.975164063364555e-14
8,6,fixed_actual,8,0.012096774193548387
8,6,fixed_actual,9,0.1622983870967742
8,6,fixed_actual,10,0.23387096774193547
8,6,fixed_actual,11,0.17943548387096775
8,6,fixed_actual,12,0.10987903225806452
8,6,fixed_actual,13,0.06854838709677419
8,6,fixed_actual,14,0.04233870967741935
8,6,fixed_actual,15,0.03326612903225806
8,6,fixed_actual,16,0.15524193548387097
8,6,fixed_actual,17,0.0030241935483870967
8,6,cont_sim,8,0.008
8,6,cont_sim,9,0.18165
8,6,cont_sim,10,0.30475
8,6,cont_sim,11,0.25465
8,6,cont_sim,12,0.1463
8,6,cont_sim,13,0.0686
8,6,cont_sim,14,0.026
8,6,cont_sim,15,0.00755
8,6,cont_sim,16,0.0021
8,6,cont_sim,17,0.00025
8,6,cont_sim,18,0.0001
8,6,cont_sim,19,5e-05
8,7,predicted,8,0.001695102494510964
8,7,predicted,9,0.05547029819640273
8,7,predicted,10,0.16298146180387413
8,7,predicted,11,0.2284671368360395
8,7,predicted,12,0.22488677285679118
8,7,predicted,13,0.17090460715961245
8,7,predicted,14,0.09864751848377952
8,7,predicted,15,0.04159937392306346
8,7,predicted,16,0.012396843094000614
8,7,predicted,17,0.002551066538140476
8,7,predicted,18,0.00036178298816265733
8,7,predicted,19,3.551390297521319e-05
8,7,predicted,20,2.407633409842761e-06
8,7,predicted,21,1.107292551760737e-07
8,7,predicted,22,3.3018796367284066e-09
8,7,predicted,23,5.7657651160477484e-11
8,7,predicted,24,4.4483340592754293e-13
8,7,fixed_actual,8,0.0010080645161290322
8,7,fixed_actual,9,0.04032258064516129
8,7,fixed_actual,10,0.1280241935483871
8,7,fixed_actual,11,0.19858870967741934
8,7,fixed_actual,12,0.17943548387096775
8,7,fixed_actual,13,0.17338709677419356
8,7,fixed_actual,14,0.11491935483870967
8,7,fixed_actual,15,0.055443548387096774
8,7,fixed_actual,16,0.07459677419354839
8,7,fixed_actual,17,0.008064516129032258
8,7,fixed_actual,18,0.009072580645161291
8,7,fixed_actual,19,0.012096774193548387
8,7,fixed_actual,20,0.0030241935483870967
8,7,fixed_actual,22,0.0020161290322580645
8,7,cont_sim,8,0.0019
8,7,cont_sim,9,0.0568
8,7,cont_sim,10,0.16205
8,7,cont_sim,11,0.23155
8,7,cont_sim,12,0.22405
8,7,cont_sim,13,0.16945
8,7,cont_sim,14,0.0988
8,7,cont_sim,15,0.0408
8,7,cont_sim,16,0.01165
8,7,cont_sim,17,0.00245
8,7,cont_sim,18,0.0005
8,8,predicted,8,0.002652640781437793
8,8,predicted,9,0.08935430630635101
8,8,predicted,10,0.2286018946744608
8,8,predicted,11,0.23159373362565927
8,8,predicted,12,0.17396747230109866
8,8,predicted,13,0.12161969601991296
8,8,predicted,14,0.07751864847352803
8,8,predicted,15,0.04291958558375981
8,8,predicted,16,0.020200529383516144
8,8,predicted,17,0.008002832892882438
8,8,predicted,18,0.002647630861397367
8,8,predicted,19,0.0007247745209679565
8,8,predicted,20,0.0001622741434354113
8,8,predicted,21,2.9288473439475505e-05
8,8,predicted,22,4.186320050117361e-06
8,8,predicted,23,4.6408040052827865e-07
8,8,predicted,24,3.900804211984291e-08
8,8,predicted,25,2.434721981192024e-09
8,8,predicted,26,1.1118212967439391e-10
8,8,predicted,27,3.6693257363234665e-12
8,8,predicted,28,8.573464890310725e-14
8,8,fixed_actual,8,0.03326612903225806
8,8,fixed_actual,9,0.09274193548387097
8,8,fixed_actual,10,0.2127016129032258
8,8,fixed_actual,11,0.19455645161290322
8,8,fixed_actual,12,0.13608870967741934
8,8,fixed_actual,13,0.07762096774193548
8,8,fixed_actual,14,0.04536290322580645
8,8,fixed_actual,15,0.03225806451612903
8,8,fixed_actual,16,0.10685483870967742
8,8,fixed_actual,17,0.015120967741935484
8,8,fixed_actual,18,0.012096774193548387
8,8,fixed_actual,19,0.006048387096774193
8,8,fixed_actual,20,0.010080645161290322
8,8,fixed_actual,21,0.017137096774193547
8,8,fixed_actual,22,0.004032258064516129
8,8,fixed_actual,23,0.004032258064516129
8,8,cont_sim,8,0.00295
8,8,cont_sim,9,0.0926
8,8,cont_sim,10,0.2279
8,8,cont_sim,11,0.2298
8,8,cont_sim,12,0.1753
8,8,cont_sim,13,0.12265
8,8,cont_sim,14,0.07615
8,8,cont_sim,15,0.04195
8,8,cont_sim,16,0.01945
8,8,cont_sim,17,0.0079
8,8,cont_sim,18,0.0023
8,8,cont_sim,19,0.00095
8,8,cont_sim,20,0.0001
8,9,predicted,8,0.0001745314253817052
8,9,predicted,9,0.01311716975639034
8,9,predicted,10,0.08178348942037018
8,9,predicted,11,0.193087353018345
8,9,predicted,12,0.26158117752388255
8,9,predicted,13,0.22885100362123864
8,9,predicted,14,0.13812741803273423
8,9,predicted,15,0.05970863369103777
8,9,predicted,16,0.018621453316439527
8,9,predicted,17,0.0041780597316353136
8,9,predicted,18,0.0006804362099587515
8,9,predicted,19,8.14473770466174e-05
8,9,predicted,20,7.3017278550127265e-06
8,9,predicted,21,4.979425127916856e-07
8,9,predicted,22,2.6111433152994635e-08
8,9,predicted,23,1.0595707733652476e-09
8,9,predicted,24,3.334366751986647e-11
8,9,predicted,25,8.105732562001208e-13
8,9,predicted,26,1.3387102288830652e-14
8,9,fixed_actual,8,0.016129032258064516
8,9,fixed_actual,9,0.03528225806451613
8,9,fixed_actual,10,0.0846774193548387
8,9,fixed_actual,11,0.16834677419354838
8,9,fixed_actual,12,0.19556451612903225
8,9,fixed_actual,13,0.18548387096774194
8,9,fixed_actual,14,0.10181451612903226
8,9,fixed_actual,15,0.0625
8,9,fixed_actual,16,0.11693548387096774
8,9,fixed_actual,17,0.011088709677419355
8,9,fixed_actual,18,0.010080645161290322
8,9,fixed_actual,19,0.010080645161290322
8,9,fixed_actual,20,0.0020161290322580645
8,9,cont_sim,8,0.00015
8,9,cont_sim,9,0.01215
8,9,cont_sim,10,0.08455
8,9,cont_sim,11,0.1973
8,9,cont_sim,12,0.25785
8,9,cont_sim,13,0.2276
8,9,cont_sim,14,0.13445
8,9,cont_sim,15,0.0587
8,9,cont_sim,16,0.02045
8,9,cont_sim,17,0.0058
8,9,cont_sim,18,0.0009
8,9,cont_sim,19,0.0001
8,10,predicted,8,0.0005093879267937838
8,10,predicted,9,0.05754457482296965
8,10,predicted,10,0.2937991873844257
8,10,predicted,11,0.3479818703287821
8,10,predicted,12,0.198978426803653
8,10,predicted,13,0.07620196359554517
8,10,predicted,14,0.020861204706960387
8,10,predicted,15,0.003757345801226439
8,10,predicted,16,0.0003571173902998842
8,10,predicted,17,8.487734773297792e-06
8,10,predicted,18,4.1890092810008007e-07
8,10,predicted,19,1.4263382905787857e-08
8,10,predicted,20,3.3488350816224023e-10
8,10,predicted,21,5.326076443979876e-12
8,10,predicted,22,4.995949505295627e-14
8,10,fixed_actual,8,0.03528225806451613
8,10,fixed_actual,9,0.055443548387096774
8,10,fixed_actual,10,0.18951612903225806
8,10,fixed_actual,11,0.22782258064516128
8,10,fixed_actual,12,0.19153225806451613
8,10,fixed_actual,13,0.11693548387096774
8,10,fixed_actual,14,0.07358870967741936
8,10,fixed_actual,15,0.05241935483870968
8,10,fixed_actual,16,0.056451612903225805
8,10,fixed_actual,17,0.0010080645161290322
8,10,cont_sim,8,0.0001
8,10,cont_sim,9,0.06085
8,10,cont_sim,10,0.2984
8,10,cont_sim,11,0.3434
8,10,cont_sim,12,0.1976
8,10,cont_sim,13,0.07465
8,10,cont_sim,14,0.0211
8,10,cont_sim,15,0.0037
8,10,cont_sim,16,0.0002
8,11,predicted,8,1.2783547568296668e-05
8,11,predicted,9,0.0023713668027923805
8,11,predicted,10,0.03615434492390517
8,11,predicted,11,0.11674238266693703
8,11,predicted,12,0.18847115201640444
8,11,predicted,13,0.21833540428549245
8,11,predicted,14,0.1973694510205507
8,11,predicted,15,0.13699161424822412
8,11,predicted,16,0.06999595422960024
8,11,predicted,17,0.02557328902538144
8,11,predicted,18,0.006610355858577404
8,11,predicted,19,0.0012043549150520412
8,11,predicted,20,0.0001533972525475276
8,11,predicted,21,1.3364232180913304e-05
8,11,predicted,22,7.59235026875754e-07
8,11,predicted,23,2.5361604311361845e-08
8,11,predicted,24,3.7815473385850914e-10
8,11,fixed_actual,9,0.0020161290322580645
8,11,fixed_actual,10,0.06754032258064516
8,11,fixed_actual,11,0.14112903225806453
8,11,fixed_actual,12,0.18649193548387097
8,11,fixed_actual,13,0.2056451612903226
8,11,fixed_actual,14,0.1310483870967742
8,11,fixed_actual,15,0.08971774193548387
8,11,fixed_actual,16,0.10987903225806452
8,11,fixed_actual,17,0.02620967741935484
8,11,fixed_actual,18,0.005040322580645161
8,11,fixed_actual,19,0.0030241935483870967
8,11,fixed_actual,21,0.0010080645161290322
8,11,fixed_actual,22,0.0030241935483870967
8,11,fixed_actual,23,0.0020161290322580645
8,11,fixed_actual,24,0.02620967741935484
8,11,cont_sim,8,5e-05
8,11,cont_sim,9,0.0024
8,11,cont_sim,10,0.0394
8,11,cont_sim,11,0.11745
8,11,cont_sim,12,0.1838
8,11,cont_sim,13,0.21865
8,11,cont_sim,14,0.1974
8,11,cont_sim,15,0.13835
8,11,cont_sim,16,0.06835
8,11,cont_sim,17,0.0271
8,11,cont_sim,18,0.006
8,11,cont_sim,19,0.00095
8,11,cont_sim,20,0.0001
8,12,predicted,8,0.0011568832400675891
8,12,predicted,9,0.05716725135150505
8,12,predicted,10,0.2050263254844101
8,12,predicted,11,0.2793774400427609
8,12,predicted,12,0.22989871899718936
8,12,predicted,13,0.13703046318996065
8,12,predicted,14,0.06202633258159057
8,12,predicted,15,0.021388384191254127
8,12,predicted,16,0.005615966191673866
8,12,predicted,17,0.001121630013125736
8,12,predicted,18,0.00016965412248808474
8,12,predicted,19,1.9243571900355173e-05
8,12,predicted,20,1.6073082753269883e-06
8,12,predicted,21,9.577108714902273e-08
8,12,predicted,22,3.848287924925503e-09
8,12,predicted,23,9.339222285172512e-11
8,12,predicted,24,1.0310018449550164e-12
8,12,fixed_actual,8,0.04536290322580645
8,12,fixed_actual,9,0.06048387096774194
8,12,fixed_actual,10,0.14012096774193547
8,12,fixed_actual,11,0.20665322580645162
8,12,fixed_actual,12,0.21169354838709678
8,12,fixed_actual,13,0.16129032258064516
8,12,fixed_actual,14,0.07963709677419355
8,12,fixed_actual,15,0.03931451612903226
8,12,fixed_actual,16,0.017137096774193547
8,12,fixed_actual,17,0.028225806451612902
8,12,fixed_actual,18,0.008064516129032258
8,12,fixed_actual,19,0.0020161290322580645
8,12,cont_sim,8,0.00105
8,12,cont_sim,9,0.05905
8,12,cont_sim,10,0.20515
8,12,cont_sim,11,0.2812
8,12,cont_sim,12,0.2223
8,12,cont_sim,13,0.13695
8,12,cont_sim,14,0.06555
8,12,cont_sim,15,0.02185
8,12,cont_sim,16,0.0059
8,12,cont_sim,17,0.00075
8,12,cont_sim,18,0.00015
8,12,cont_sim,19,0.0001
8,13,predicted,8,4.844105940164485e-05
8,13,predicted,9,0.008252252489111319
8,13,predicted,10,0.11822361745976251
8,13,predicted,11,0.2980140448460407
8,13,predicted,12,0.2884287170042348
8,13,predicted,13,0.17487894134210175
8,13,predicted,14,0.07759363768378055
8,13,predicted,15,0.026298272643350853
8,13,predicted,16,0.00676375130282804
8,13,predicted,17,0.0012955458474767849
8,13,predicted,18,0.0001825739949707281
8,13,predicted,19,1.8748307538278034e-05
8,13,predicted,20,1.382369600554461e-06
8,13,predicted,21,7.117343522892144e-08
8,13,predicted,22,2.426727299894669e-09
8,13,predicted,23,4.919447220523692e-11
8,13,predicted,24,4.4439154330231325e-13
8,13,fixed_actual,9,0.011088709677419355
8,13,fixed_actual,10,0.08366935483870967
8,13,fixed_actual,11,0.22379032258064516
8,13,fixed_actual,12,0.21169354838709678
8,13,fixed_actual,13,0.17338709677419356
8,13,fixed_actual,14,0.09274193548387097
8,13,fixed_actual,15,0.06754032258064516
8,13,fixed_actual,16,0.12903225806451613
8,13,fixed_actual,17,0.005040322580645161
8,13,fixed_actual,18,0.0010080645161290322
8,13,fixed_actual,19,0.0010080645161290322
8,13,cont_sim,8,5e-05
8,13,cont_sim,9,0.00845
8,13,cont_sim,10,0.11615
8,13,cont_sim,11,0.301
8,13,cont_sim,12,0.2837
8,13,cont_sim,13,0.17685
8,13,cont_sim,14,0.0804
8,13,cont_sim,15,0.025
8,13,cont_sim,16,0.00735
8,13,cont_sim,17,0.00095
8,13,cont_sim,18,0.0001
8,14,predicted,8,0.002514061405506296
8,14,predicted,9,0.08748718255391696
8,14,predicted,10,0.25200902408186576
8,14,predicted,11,0.28228901008046875
8,14,predicted,12,0.19674770774049935
8,14,predicted,13,0.10455070912289936
8,14,predicted,14,0.046718536573280206
8,14,predicted,15,0.01835619379902595
8,14,predicted,16,0.0064731941520724005
8,14,predicted,17,0.0020669690628028715
8,14,predicted,18,0.0005953477205615997
8,14,predicted,19,0.0001519399050129293
8,14,predicted,20,3.3267603687695175e-05
8,14,predicted,21,5.9561870278165096e-06
8,14,predicted,22,8.16558838732914e-07
8,14,predicted,23,7.857283718565423e-08
8,14,predicted,24,4.721046275282555e-09
8,14,predicted,25,1.5528630606238548e-10
8,14,predicted,26,3.3102501484286497e-12
8,14,predicted,27,5.3164330010187887e-14
8,14,fixed_actual,9,0.03225806451612903
8,14,fixed_actual,10,0.16129032258064516
8,14,fixed_actual,11,0.21169354838709678
8,14,fixed_actual,12,0.16431451612903225
8,14,fixed_actual,13,0.13004032258064516
8,14,fixed_actual,14,0.06955645161290322
8,14,fixed_actual,15,0.06854838709677419
8,14,fixed_actual,16,0.12600806451612903
8,14,fixed_actual,17,0.014112903225806451
8,14,fixed_actual,18,0.015120967741935484
8,14,fixed_actual,19,0.0020161290322580645
8,14,fixed_actual,20,0.0020161290322580645
8,14,fixed_actual,21,0.0030241935483870967
8,14,cont_sim,8,0.00325
8,14,cont_sim,9,0.0882
8,14,cont_sim,10,0.2532
8,14,cont_sim,11,0.2782
8,14,cont_sim,12,0.20075
8,14,cont_sim,13,0.10275
8,14,cont_sim,14,0.0454
8,14,cont_sim,15,0.01895
8,14,cont_sim,16,0.00645
8,14,cont_sim,17,0.00155
8,14,cont_sim,18,0.0012
8,14,cont_sim,19,0.0001
8,15,predicted,8,0.004791517437700476
8,15,predicted,9,0.13036421830595335
8,15,predicted,10,0.2777129416162537
8,15,predicted,11,0.25436634599745106
8,15,predicted,12,0.1635312663290914
8,15,predicted,13,0.09030194329620912
8,15,predicted,14,0.04516137781217143
8,15,predicted,15,0.02056313754186576
8,15,predicted,16,0.008512911055746641
8,15,predicted,17,0.003191898411420655
8,15,predicted,18,0.0010747169384321398
8,15,predicted,19,0.00032087677450252006
8,15,predicted,20,8.374908470187298e-05
8,15,predicted,21,1.8837488013606477e-05
8,15,predicted,22,3.6005130220978455e-06
8,15,predicted,23,5.764089256621636e-07
8,15,predicted,24,7.61005956293924e-08
8,15,predicted,25,8.145971726889342e-09
8,15,predicted,26,6.936321731312299e-10
8,15,predicted,27,4.59526026091972e-11
8,15,predicted,28,2.3032529884239305e-12
8,15,predicted,29,8.319624038633286e-14
8,15,fixed_actual,8,0.01310483870967742
8,15,fixed_actual,9,0.09274193548387097
8,15,fixed_actual,10,0.19858870967741934
8,15,fixed_actual,11,0.1905241935483871
8,15,fixed_actual,12,0.1502016129032258
8,15,fixed_actual,13,0.0967741935483871
8,15,fixed_actual,14,0.06350806451612903
8,15,fixed_actual,15,0.04435483870967742
8,15,fixed_actual,16,0.07056451612903226
8,15,fixed_actual,17,0.009072580645161291
8,15,fixed_actual,18,0.004032258064516129
8,15,fixed_actual,19,0.007056451612903226
8,15,fixed_actual,20,0.015120967741935484
8,15,fixed_actual,21,0.014112903225806451
8,15,fixed_actual,22,0.015120967741935484
8,15,fixed_actual,23,0.011088709677419355
8,15,fixed_actual,24,0.004032258064516129
8,15,cont_sim,8,0.00465
8,15,cont_sim,9,0.1277
8,15,cont_sim,10,0.27565
8,15,cont_sim,11,0.25365
8,15,cont_sim,12,0.1688
8,15,cont_sim,13,0.0869
8,15,cont_sim,14,0.0475
8,15,cont_sim,15,0.0219
8,15,cont_sim,16,0.0093
8,15,cont_sim,17,0.00275
8,15,cont_sim,18,0.00075
8,15,cont_sim,19,0.0004
8,15,cont_sim,20,5e-05
8,16,predicted,8,0.004615120558955507
8,16,predicted,9,0.12522083220098904
8,16,predicted,10,0.3107791121829035
8,16,predicted,11,0.31180204479586326
8,16,predicted,12,0.16824031727284736
8,16,predicted,13,0.06034439306443768
8,16,predicted,14,0.015642918196768187
8,16,predicted,15,0.002920926768361611
8,16,predicted,16,0.00039232394981038245
8,16,predicted,17,3.886287343591253e-05
8,16,predicted,18,2.9605195110536477e-06
8,16,predicted,19,1.773554294700649e-07
8,16,predicted,20,9.677727367184936e-09
8,16,predicted,21,5.518429555756918e-10
8,16,predicted,22,2.992209448070339e-11
8,16,predicted,23,1.1744100842233184e-12
8,16,predicted,24,2.027187375359348e-14
8,16,fixed_actual,8,0.03225806451612903
8,16,fixed_actual,9,0.06048387096774194
8,16,fixed_actual,10,0.2006048387096774
8,16,fixed_actual,11,0.2288306451612903
8,16,fixed_actual,12,0.16532258064516128
8,16,fixed_actual,13,0.10584677419354839
8,16,fixed_actual,14,0.04536290322580645
8,16,fixed_actual,15,0.05342741935483871
8,16,fixed_actual,16,0.0625
8,16,fixed_actual,17,0.016129032258064516
8,16,fixed_actual,18,0.011088709677419355
8,16,fixed_actual,19,0.008064516129032258
8,16,fixed_actual,20,0.008064516129032258
8,16,fixed_actual,21,0.0010080645161290322
8,16,fixed_actual,22,0.0010080645161290322
8,16,cont_sim,8,0.0046
8,16,cont_sim,9,0.12535
8,16,cont_sim,10,0.31075
8,16,cont_sim,11,0.3102
8,16,cont_sim,12,0.1702
8,16,cont_sim,13,0.05965
8,16,cont_sim,14,0.01465
8,16,cont_sim,15,0.00415
8,16,cont_sim,16,0.00045
8,17,predicted,8,0.0012821569416066854
8,17,predicted,9,0.05471790024943035
8,17,predicted,10,0.20376620641544674
8,17,predicted,11,0.2807574418575951
8,17,predicted,12,0.21956156694660808
8,17,predicted,13,0.12877328937128552
8,17,predicted,14,0.0660137184219725
8,17,predicted,15,0.029675139442939442
8,17,predicted,16,0.011154816645007275
8,17,predicted,17,0.0033561910320875623
8,17,predicted,18,0.0007833490892613696
8,17,predicted,19,0.00013840280834081988
8,17,predicted,20,1.803891470920179e-05
8,17,predicted,21,1.6736067990627894e-06
8,17,predicted,22,1.0428468740630936e-07
8,17,predicted,23,3.905833807415601e-09
8,17,predicted,24,6.638905183290605e-11
8,17,fixed_actual,8,0.017137096774193547
8,17,fixed_actual,9,0.04133064516129032
8,17,fixed_actual,10,0.13608870967741934
8,17,fixed_actual,11,0.22681451612903225
8,17,fixed_actual,12,0.1975806451612903
8,17,fixed_actual,13,0.13911290322580644
8,17,fixed_actual,14,0.06451612903225806
8,17,fixed_actual,15,0.04334677419354839
8,17,fixed_actual,16,0.09778225806451613
8,17,fixed_actual,17,0.007056451612903226
8,17,fixed_actual,18,0.008064516129032258
8,17,fixed_actual,19,0.007056451612903226
8,17,fixed_actual,20,0.010080645161290322
8,17,fixed_actual,21,0.0020161290322580645
8,17,fixed_actual,22,0.0020161290322580645
8,17,cont_sim,8,0.00155
8,17,cont_sim,9,0.05585
8,17,cont_sim,10,0.2067
8,17,cont_sim,11,0.2804
8,17,cont_sim,12,0.2147
8,17,cont_sim,13,0.13005
8,17,cont_sim,14,0.0626
8,17,cont_sim,15,0.0317
8,17,cont_sim,16,0.012
8,17,cont_sim,17,0.00355
8,17,cont_sim,18,0.0009
8,18,predicted,8,0.0039377392397959435
8,18,predicted,9,0.11164775257779237
8,18,predicted,10,0.28098887385850546
8,18,predicted,11,0.2927875553110766
8,18,predicted,12,0.1844239177364575
8,18,predicted,13,0.08535402166981576
8,18,predicted,14,0.030664602504696284
8,18,predicted,15,0.008338432944591096
8,18,predicted,16,0.0016114494577367468
8,18,predicted,17,0.00021643623939490754
8,18,predicted,18,2.564961996458877e-05
8,18,predicted,19,3.156002330096454e-06
8,18,predicted,20,3.729055177207278e-07
8,18,predicted,21,3.6984426434129974e-08
8,18,predicted,22,2.799413542281438e-09
8,18,predicted,23,1.4453227070288902e-10
8,18,predicted,24,3.952662204404501e-12
8,18,fixed_actual,8,0.0020161290322580645
8,18,fixed_actual,9,0.07459677419354839
8,18,fixed_actual,10,0.2318548387096774
8,18,fixed_actual,11,0.2247983870967742
8,18,fixed_actual,12,0.15725806451612903
8,18,fixed_actual,13,0.08266129032258064
8,18,fixed_actual,14,0.02721774193548387
8,18,fixed_actual,15,0.025201612903225805
8,18,fixed_actual,16,0.13004032258064516
8,18,fixed_actual,17,0.006048387096774193
8,18,fixed_actual,18,0.005040322580645161
8,18,fixed_actual,19,0.0010080645161290322
8,18,fixed_actual,22,0.0030241935483870967
8,18,fixed_actual,23,0.008064516129032258
8,18,fixed_actual,24,0.021169354838709676
8,18,cont_sim,8,0.00405
8,18,cont_sim,9,0.11165
8,18,cont_sim,10,0.28235
8,18,cont_sim,11,0.29175
8,18,cont_sim,12,0.1847
8,18,cont_sim,13,0.0815
8,18,cont_sim,14,0.0329
8,18,cont_sim,15,0.00915
8,18,cont_sim,16,0.00175
8,18,cont_sim,17,0.0002
8,19,predicted,8,0.00034806092085636373
8,19,predicted,9,0.017690962496806833
8,19,predicted,10,0.07816456629464993
8,19,predicted,11,0.15369206082795925
8,19,predicted,12,0.20766683974297007
8,19,predicted,13,0.21640684803920834
8,19,predicted,14,0.1706978464167986
8,19,predicted,15,0.09895683507381503
8,19,predicted,16,0.041252922987696804
8,19,predicted,17,0.01217719930165856
8,19,predicted,18,0.0025338598722546538
8,19,predicted,19,0.00037120145010762715
8,19,predicted,20,3.800902954671506e-05
8,19,predicted,21,2.6625739656644995e-06
8,19,predicted,22,1.2166229486313862e-07
8,19,predicted,23,3.270131633136836e-09
8,19,predicted,24,3.92789668028548e-11
8,19,fixed_actual,8,0.019153225806451613
8,19,fixed_actual,9,0.03225806451612903
8,19,fixed_actual,10,0.0846774193548387
8,19,fixed_actual,11,0.15423387096774194
8,19,fixed_actual,12,0.17237903225806453
8,19,fixed_actual,13,0.12399193548387097
8,19,fixed_actual,14,0.11895161290322581
8,19,fixed_actual,15,0.10181451612903226
8,19,fixed_actual,16,0.10786290322580645
8,19,fixed_actual,17,0.05141129032258065
8,19,fixed_actual,18,0.019153225806451613
8,19,fixed_actual,19,0.011088709677419355
8,19,fixed_actual,20,0.0030241935483870967
8,19,cont_sim,8,0.0005
8,19,cont_sim,9,0.01755
8,19,cont_sim,10,0.0781
8,19,cont_sim,11,0.1535
8,19,cont_sim,12,0.2129
8,19,cont_sim,13,0.2189
8,19,cont_sim,14,0.167
8,19,cont_sim,15,0.09745
8,19,cont_sim,16,0.04085
8,19,cont_sim,17,0.0108
8,19,cont_sim,18,0.00215
8,19,cont_sim,19,0.0003
8,20,predicted,8,0.005473195183094897
8,20,predicted,9,0.1454513597872834
8,20,predicted,10,0.30670487974744887
8,20,predicted,11,0.2739995745643709
8,20,predicted,12,0.16001706885381292
8,20,predicted,13,0.07224772737106712
8,20,predicted,14,0.02644740024290588
8,20,predicted,15,0.007678733347624608
8,20,predicted,16,0.0016845836296220573
8,20,predicted,17,0.00026418348001359113
8,20,predicted,18,2.8957467649563755e-05
8,20,predicted,19,2.213797512927194e-06
8,20,predicted,20,1.1805074997713547e-07
8,20,predicted,21,4.364273200647107e-09
8,20,predicted,22,1.1062731119257955e-10
8,20,predicted,23,1.9268119159171245e-12
8,20,predicted,24,1.598232559654889e-14
8,20,fixed_actual,8,0.006048387096774193
8,20,fixed_actual,9,0.11995967741935484
8,20,fixed_actual,10,0.21975806451612903
8,20,fixed_actual,11,0.2127016129032258
8,20,fixed_actual,12,0.1431451612903226
8,20,fixed_actual,13,0.0655241935483871
8,20,fixed_actual,14,0.04838709677419355
8,20,fixed_actual,15,0.059475806451612906
8,20,fixed_actual,16,0.06451612903225806
8,20,fixed_actual,17,0.012096774193548387
8,20,fixed_actual,18,0.020161290322580645
8,20,fixed_actual,19,0.010080645161290322
8,20,fixed_actual,20,0.010080645161290322
8,20,fixed_actual,21,0.005040322580645161
8,20,fixed_actual,22,0.0030241935483870967
8,20,cont_sim,8,0.0061
8,20,cont_sim,9,0.1454
8,20,cont_sim,10,0.3088
8,20,cont_sim,11,0.2719
8,20,cont_sim,12,0.16085
8,20,cont_sim,13,0.0724
8,20,cont_sim,14,0.0247
8,20,cont_sim,15,0.0076
8,20,cont_sim,16,0.00195
8,20,cont_sim,17,0.00025
8,20,cont_sim,18,5e-05
8,21,predicted,8,0.0002943578105476709
8,21,predicted,9,0.01748085557415016
8,21,predicted,10,0.09908677652239462
8,21,predicted,11,0.22720967467983688
8,21,predicted,12,0.28047009651828875
8,21,predicted,13,0.2157488879438805
8,21,predicted,14,0.11190479375220191
8,21,predicted,15,0.03848154064794165
8,21,predicted,16,0.008222795282206999
8,21,predicted,17,0.001018940575645679
8,21,predicted,18,7.736472918770989e-05
8,21,predicted,19,3.7903341605375756e-06
8,21,predicted,20,1.2295680622515646e-07
8,21,predicted,21,2.6364212148519384e-09
8,21,predicted,22,3.605039286969194e-11
8,21,predicted,23,2.7911786699264743e-13
8,21,fixed_actual,8,0.006048387096774193
