bs,layer,source,x,probability
16,16,fixed_actual,28,0.02217741935483871
16,16,fixed_actual,29,0.016129032258064516
16,16,fixed_actual,30,0.034274193548387094
16,16,fixed_actual,31,0.036290322580645164
16,16,fixed_actual,32,0.034274193548387094
16,16,fixed_actual,33,0.006048387096774193
16,16,fixed_actual,34,0.006048387096774193
16,16,fixed_actual,35,0.0020161290322580645
16,16,fixed_actual,36,0.010080645161290322
16,16,fixed_actual,37,0.006048387096774193
16,16,fixed_actual,39,0.010080645161290322
16,16,fixed_actual,40,0.0020161290322580645
16,16,fixed_actual,43,0.0020161290322580645
16,16,cont_sim,16,0.0005
16,16,cont_sim,17,0.01835
16,16,cont_sim,18,0.074
16,16,cont_sim,19,0.16045
16,16,cont_sim,20,0.2254
16,16,cont_sim,21,0.21305
16,16,cont_sim,22,0.15265
16,16,cont_sim,23,0.0856
16,16,cont_sim,24,0.04255
16,16,cont_sim,25,0.01815
16,16,cont_sim,26,0.00685
16,16,cont_sim,27,0.0015
16,16,cont_sim,28,0.00075
16,16,cont_sim,29,0.00015
16,16,cont_sim,31,5e-05
16,17,predicted,16,5.573246957940727e-05
16,17,predicted,17,0.003146147558355276
16,17,predicted,18,0.02281055711371796
16,17,predicted,19,0.07400082228213826
16,17,predicted,20,0.13941142760271938
16,17,predicted,21,0.1797299138277599
16,17,predicted,22,0.17482890444381316
16,17,predicted,23,0.140248728066415
16,17,predicted,24,0.10106567940534963
16,17,predicted,25,0.06851413344952298
16,17,predicted,26,0.04382694784623044
16,17,predicted,27,0.02607691667794292
16,17,predicted,28,0.01422348443765168
16,17,predicted,29,0.00703724533584072
16,17,predicted,30,0.0031354114442403054
16,17,predicted,31,0.001251174932373919
16,17,predicted,32,0.0004450590968569679
16,17,predicted,33,0.00014047094601764916
16,17,predicted,34,3.915162352487776e-05
16,17,predicted,35,9.587649939985467e-06
16,17,predicted,36,2.0517129855904495e-06
16,17,predicted,37,3.814049754532635e-07
16,17,predicted,38,6.118350985917582e-08
16,17,predicted,39,8.404804275110976e-09
16,17,predicted,40,9.796853366186861e-10
16,17,predicted,41,9.580046715970879e-11
16,17,predicted,42,7.738098864294162e-12
16,17,predicted,43,4.976845503798293e-13
16,17,predicted,44,1.2765850247891788e-14
16,17,fixed_actual,16,0.012096774193548387
16,17,fixed_actual,17,0.020161290322580645
16,17,fixed_actual,18,0.012096774193548387
16,17,fixed_actual,19,0.04838709677419355
16,17,fixed_actual,20,0.07056451612903226
16,17,fixed_actual,21,0.14717741935483872
16,17,fixed_actual,22,0.15524193548387097
16,17,fixed_actual,23,0.09475806451612903
16,17,fixed_actual,24,0.10685483870967742
16,17,fixed_actual,25,0.0625
16,17,fixed_actual,26,0.04838709677419355
16,17,fixed_actual,27,0.038306451612903226
16,17,fixed_actual,28,0.024193548387096774
16,17,fixed_actual,29,0.010080645161290322
16,17,fixed_actual,30,0.018145161290322582
16,17,fixed_actual,31,0.020161290322580645
16,17,fixed_actual,32,0.07459677419354839
16,17,fixed_actual,33,0.004032258064516129
16,17,fixed_actual,35,0.0020161290322580645
16,17,fixed_actual,36,0.004032258064516129
16,17,fixed_actual,37,0.006048387096774193
16,17,fixed_actual,38,0.012096774193548387
16,17,fixed_actual,39,0.006048387096774193
16,17,fixed_actual,40,0.0020161290322580645
16,17,cont_sim,16,0.0001
16,17,cont_sim,17,0.00305
16,17,cont_sim,18,0.0224
16,17,cont_sim,19,0.0764
16,17,cont_sim,20,0.13775
16,17,cont_sim,21,0.1802
16,17,cont_sim,22,0.1758
16,17,cont_sim,23,0.13975
16,17,cont_sim,24,0.09885
16,17,cont_sim,25,0.06895
16,17,cont_sim,26,0.045
16,17,cont_sim,27,0.02625
16,17,cont_sim,28,0.01385
16,17,cont_sim,29,0.007
16,17,cont_sim,30,0.0029
16,17,cont_sim,31,0.00105
16,17,cont_sim,32,0.00065
16,17,cont_sim,33,5e-05
16,18,predicted,16,0.0005420974116211848
16,18,predicted,17,0.019249849134044362
16,18,predicted,18,0.07885449932812881
16,18,predicted,19,0.16367520755650164
16,18,predicted,20,0.21196473209575298
16,18,predicted,21,0.19558157873868004
16,18,predicted,22,0.14416943877076313
16,18,predicted,23,0.09106710792072481
16,18,predicted,24,0.051024156210851365
16,18,predicted,25,0.025644883730094124
16,18,predicted,26,0.011511399254881313
16,18,predicted,27,0.004555560577560963
16,18,predicted,28,0.0015633773216651593
16,18,predicted,29,0.00045709689446848977
16,18,predicted,30,0.00011192618971485278
16,18,predicted,31,2.2659148467506736e-05
16,18,predicted,32,3.797603653058235e-06
16,18,predicted,33,5.462536412474762e-07
16,18,predicted,34,7.371802033053262e-08
16,18,predicted,35,1.0332887779033224e-08
16,18,predicted,36,1.540313306546128e-09
16,18,predicted,37,2.3039705174511828e-10
16,18,predicted,38,3.249614947056443e-11
16,18,predicted,39,4.168176673262581e-12
16,18,predicted,40,4.659442804143311e-13
16,18,predicted,41,3.6366844151300966e-14
16,18,fixed_actual,17,0.014112903225806451
16,18,fixed_actual,18,0.046370967741935484
16,18,fixed_actual,19,0.08870967741935484
16,18,fixed_actual,20,0.17540322580645162
16,18,fixed_actual,21,0.14717741935483872
16,18,fixed_actual,22,0.13306451612903225
16,18,fixed_actual,23,0.08064516129032258
16,18,fixed_actual,24,0.05241935483870968
16,18,fixed_actual,25,0.02217741935483871
16,18,fixed_actual,26,0.018145161290322582
16,18,fixed_actual,27,0.006048387096774193
16,18,fixed_actual,28,0.016129032258064516
16,18,fixed_actual,29,0.010080645161290322
16,18,fixed_actual,30,0.008064516129032258
16,18,fixed_actual,31,0.020161290322580645
16,18,fixed_actual,32,0.11088709677419355
16,18,fixed_actual,33,0.008064516129032258
16,18,fixed_actual,34,0.004032258064516129
16,18,fixed_actual,35,0.004032258064516129
16,18,fixed_actual,36,0.0020161290322580645
16,18,fixed_actual,46,0.010080645161290322
16,18,fixed_actual,47,0.012096774193548387
16,18,fixed_actual,48,0.010080645161290322
16,18,cont_sim,16,0.00055
16,18,cont_sim,17,0.01845
16,18,cont_sim,18,0.0791
16,18,cont_sim,19,0.16675
16,18,cont_sim,20,0.2154
16,18,cont_sim,21,0.19285
16,18,cont_sim,22,0.1407
16,18,cont_sim,23,0.0894
16,18,cont_sim,24,0.0504
16,18,cont_sim,25,0.0285
16,18,cont_sim,26,0.0105
16,18,cont_sim,27,0.0049
16,18,cont_sim,28,0.0018
16,18,cont_sim,29,0.00065
16,18,cont_sim,30,5e-05
16,19,predicted,16,3.3127511834604754e-06
16,19,predicted,17,0.00023962967983927571
16,19,predicted,18,0.002005086503290952
16,19,predicted,19,0.007686365571968932
16,19,predicted,20,0.019593858838837033
16,19,predicted,21,0.03944606453595991
16,19,predicted,22,0.06779185193340799
16,19,predicted,23,0.10187338657218979
16,19,predicted,24,0.13358845021938529
16,19,predicted,25,0.1519753170217318
16,19,predicted,26,0.14938191216642513
16,19,predicted,27,0.12643989723901944
16,19,predicted,28,0.09184186895564088
16,19,predicted,29,0.057040630971388374
16,19,predicted,30,0.030177621965873654
16,19,predicted,31,0.013550475134432402
16,19,predicted,32,0.005146937510964871
16,19,predicted,33,0.0016491279850439466
16,19,predicted,34,0.00044475199052591385
16,19,predicted,35,0.00010078493362965218
16,19,predicted,36,1.9161263763563994e-05
16,19,predicted,37,3.0509967097633367e-06
16,19,predicted,38,4.058664396632031e-07
16,19,predicted,39,4.494240143550847e-08
16,19,predicted,40,4.119912077515535e-09
16,19,predicted,41,3.1016700376172776e-10
16,19,predicted,42,1.8944497735042902e-11
16,19,predicted,43,9.05632216682403e-13
16,19,predicted,44,1.7658444127023307e-14
16,19,fixed_actual,16,0.008064516129032258
16,19,fixed_actual,17,0.016129032258064516
16,19,fixed_actual,18,0.008064516129032258
16,19,fixed_actual,19,0.012096774193548387
16,19,fixed_actual,20,0.034274193548387094
16,19,fixed_actual,21,0.0625
16,19,fixed_actual,22,0.07862903225806452
16,19,fixed_actual,23,0.0967741935483871
16,19,fixed_actual,24,0.1028225806451613
16,19,fixed_actual,25,0.06854838709677419
16,19,fixed_actual,26,0.08870967741935484
16,19,fixed_actual,27,0.07862903225806452
16,19,fixed_actual,28,0.046370967741935484
16,19,fixed_actual,29,0.05846774193548387
16,19,fixed_actual,30,0.034274193548387094
16,19,fixed_actual,31,0.046370967741935484
16,19,fixed_actual,32,0.07258064516129033
16,19,fixed_actual,33,0.018145161290322582
16,19,fixed_actual,34,0.03225806451612903
16,19,fixed_actual,35,0.016129032258064516
16,19,fixed_actual,36,0.010080645161290322
16,19,fixed_actual,37,0.008064516129032258
16,19,fixed_actual,38,0.0020161290322580645
16,19,cont_sim,17,0.0002
16,19,cont_sim,18,0.00225
16,19,cont_sim,19,0.00725
16,19,cont_sim,20,0.01945
16,19,cont_sim,21,0.03795
16,19,cont_sim,22,0.0671
16,19,cont_sim,23,0.10115
16,19,cont_sim,24,0.1364
16,19,cont_sim,25,0.14845
16,19,cont_sim,26,0.1525
16,19,cont_sim,27,0.12505
16,19,cont_sim,28,0.09255
16,19,cont_sim,29,0.05795
16,19,cont_sim,30,0.03085
16,19,cont_sim,31,0.0136
16,19,cont_sim,32,0.00505
16,19,cont_sim,33,0.00155
16,19,cont_sim,34,0.00045
16,19,cont_sim,35,0.0002
16,19,cont_sim,36,5e-05
16,20,predicted,16,0.0011361546631961966
16,20,predicted,17,0.03676986266525961
16,20,predicted,18,0.12058468275687592
16,20,predicted,19,0.19310115410277537
16,20,predicted,20,0.20652560481724833
16,20,predicted,21,0.17156544217019254
16,20,predicted,22,0.11986567542852951
16,20,predicted,23,0.07369157406406329
16,20,predicted,24,0.040868116969198544
16,20,predicted,25,0.020596001920740608
16,20,predicted,26,0.009403087030541523
16,20,predicted,27,0.003860195033229473
16,20,predicted,28,0.0014114849204511038
16,20,predicted,29,0.00045479328015711706
16,20,predicted,30,0.00012766463030542573
16,20,predicted,31,3.0863170278815115e-05
16,20,predicted,32,6.355695137049035e-06
16,20,predicted,33,1.104324400526189e-06
16,20,predicted,34,1.6071900806165945e-07
16,20,predicted,35,1.949653790421175e-08
16,20,predicted,36,1.9655504666534174e-09
16,20,predicted,37,1.6433369256551477e-10
16,20,predicted,38,1.1345364204431526e-11
16,20,predicted,39,6.262970385240378e-13
16,20,predicted,40,1.7231505961001547e-14
16,20,fixed_actual,16,0.0020161290322580645
16,20,fixed_actual,17,0.04032258064516129
16,20,fixed_actual,18,0.08064516129032258
16,20,fixed_actual,19,0.0967741935483871
16,20,fixed_actual,20,0.17540322580645162
16,20,fixed_actual,21,0.13306451612903225
16,20,fixed_actual,22,0.11491935483870967
16,20,fixed_actual,23,0.06048387096774194
16,20,fixed_actual,24,0.036290322580645164
16,20,fixed_actual,25,0.036290322580645164
16,20,fixed_actual,26,0.008064516129032258
16,20,fixed_actual,27,0.006048387096774193
16,20,fixed_actual,28,0.02217741935483871
16,20,fixed_actual,29,0.014112903225806451
16,20,fixed_actual,30,0.03225806451612903
16,20,fixed_actual,31,0.04032258064516129
16,20,fixed_actual,32,0.03024193548387097
16,20,fixed_actual,33,0.008064516129032258
16,20,fixed_actual,34,0.014112903225806451
16,20,fixed_actual,35,0.006048387096774193
16,20,fixed_actual,36,0.008064516129032258
16,20,fixed_actual,37,0.006048387096774193
16,20,fixed_actual,38,0.006048387096774193
16,20,fixed_actual,39,0.010080645161290322
16,20,fixed_actual,40,0.0020161290322580645
16,20,fixed_actual,41,0.006048387096774193
16,20,fixed_actual,42,0.0020161290322580645
16,20,fixed_actual,43,0.0020161290322580645
16,20,cont_sim,16,0.00095
16,20,cont_sim,17,0.038
16,20,cont_sim,18,0.1176
16,20,cont_sim,19,0.1945
16,20,cont_sim,20,0.20045
16,20,cont_sim,21,0.17915
16,20,cont_sim,22,0.12005
16,20,cont_sim,23,0.07305
16,20,cont_sim,24,0.0416
16,20,cont_sim,25,0.0196
16,20,cont_sim,26,0.0093
16,20,cont_sim,27,0.0037
16,20,cont_sim,28,0.0016
16,20,cont_sim,29,0.00035
16,20,cont_sim,30,0.0001
16,21,predicted,16,2.5461823162920634e-06
16,21,predicted,17,0.0001965587579107714
16,21,predicted,18,0.0019947438912766846
16,21,predicted,19,0.010246263636661375
16,21,predicted,20,0.034090576088310655
16,21,predicted,21,0.0793991313251049
16,21,predicted,22,0.13497263236501977
16,21,predicted,23,0.17568340450803493
16,21,predicted,24,0.18328158746575715
16,21,predicted,25,0.15721716410007067
16,21,predicted,26,0.11135091847271829
16,21,predicted,27,0.0647301929415444
16,21,predicted,28,0.030613568583740078
16,21,predicted,29,0.01166001910614094
16,21,predicted,30,0.003535620577145898
16,21,predicted,31,0.000843262837898467
16,21,predicted,32,0.0001565511968094142
16,21,predicted,33,2.2508029011216364e-05
16,21,predicted,34,2.5138544632669275e-06
16,21,predicted,35,2.1996678862630707e-07
16,21,predicted,36,1.5232192404296256e-08
16,21,predicted,37,8.423293697461937e-10
16,21,predicted,38,3.741481003020548e-11
16,21,predicted,39,1.322412787816175e-12
16,21,predicted,40,1.721816477648402e-14
16,21,fixed_actual,17,0.010080645161290322
16,21,fixed_actual,18,0.012096774193548387
16,21,fixed_actual,19,0.02217741935483871
16,21,fixed_actual,20,0.04838709677419355
16,21,fixed_actual,21,0.0625
16,21,fixed_actual,22,0.07459677419354839
16,21,fixed_actual,23,0.12096774193548387
16,21,fixed_actual,24,0.13306451612903225
16,21,fixed_actual,25,0.12298387096774194
16,21,fixed_actual,26,0.0967741935483871
16,21,fixed_actual,27,0.06653225806451613
16,21,fixed_actual,28,0.028225806451612902
16,21,fixed_actual,29,0.024193548387096774
16,21,fixed_actual,30,0.016129032258064516
16,21,fixed_actual,31,0.036290322580645164
16,21,fixed_actual,32,0.07258064516129033
16,21,fixed_actual,33,0.03225806451612903
16,21,fixed_actual,34,0.008064516129032258
16,21,fixed_actual,35,0.008064516129032258
16,21,fixed_actual,36,0.004032258064516129
16,21,cont_sim,17,0.0002
16,21,cont_sim,18,0.002
16,21,cont_sim,19,0.01
16,21,cont_sim,20,0.0337
16,21,cont_sim,21,0.07715
16,21,cont_sim,22,0.13545
16,21,cont_sim,23,0.1759
16,21,cont_sim,24,0.1843
16,21,cont_sim,25,0.1583
16,21,cont_sim,26,0.1121
16,21,cont_sim,27,0.0645
16,21,cont_sim,28,0.02975
16,21,cont_sim,29,0.01155
16,21,cont_sim,30,0.0037
16,21,cont_sim,31,0.00105
16,21,cont_sim,32,0.0003
16,21,cont_sim,34,5e-05
16,22,predicted,16,0.0012186550551376515
16,22,predicted,17,0.045324355506560436
16,22,predicted,18,0.1586258282332145
16,22,predicted,19,0.24330204480859915
16,22,predicted,20,0.2330592478034497
16,22,predicted,21,0.16388426618578142
16,22,predicted,22,0.09115020781066754
16,22,predicted,23,0.041392044952218
16,22,predicted,24,0.015556943079169785
16,22,predicted,25,0.004871176045403632
16,22,predicted,26,0.0012753814972992642
16,22,predicted,27,0.0002796573223355623
16,22,predicted,28,5.128700195848942e-05
16,22,predicted,29,7.819406323877188e-06
16,22,predicted,30,9.785411513473294e-07
16,22,predicted,31,9.847202760254303e-08
16,22,predicted,32,7.777631372610161e-09
16,22,predicted,33,4.768144982777814e-10
16,22,predicted,34,2.3344995301427848e-11
16,22,predicted,35,9.091370870600797e-13
16,22,fixed_actual,16,0.0020161290322580645
16,22,fixed_actual,17,0.034274193548387094
16,22,fixed_actual,18,0.0846774193548387
16,22,fixed_actual,19,0.16733870967741934
16,22,fixed_actual,20,0.14516129032258066
16,22,fixed_actual,21,0.14516129032258066
16,22,fixed_actual,22,0.08669354838709678
16,22,fixed_actual,23,0.0625
16,22,fixed_actual,24,0.036290322580645164
16,22,fixed_actual,25,0.03024193548387097
16,22,fixed_actual,26,0.008064516129032258
16,22,fixed_actual,27,0.004032258064516129
16,22,fixed_actual,28,0.012096774193548387
16,22,fixed_actual,29,0.014112903225806451
16,22,fixed_actual,30,0.024193548387096774
16,22,fixed_actual,31,0.02217741935483871
16,22,fixed_actual,32,0.11491935483870967
16,22,fixed_actual,33,0.006048387096774193
16,22,cont_sim,16,0.00125
16,22,cont_sim,17,0.04515
16,22,cont_sim,18,0.15615
16,22,cont_sim,19,0.24275
16,22,cont_sim,20,0.2341
16,22,cont_sim,21,0.1671
16,22,cont_sim,22,0.0924
16,22,cont_sim,23,0.0396
16,22,cont_sim,24,0.01515
16,22,cont_sim,25,0.0049
16,22,cont_sim,26,0.00115
16,22,cont_sim,27,0.0003
16,23,predicted,16,2.701459563422031e-07
16,23,predicted,17,6.064225723620271e-05
16,23,predicted,18,0.001500551265417824
16,23,predicted,19,0.012546191138102996
16,23,predicted,20,0.052940445220508114
16,23,predicted,21,0.13127994121637573
16,23,predicted,22,0.20423212504039376
16,23,predicted,23,0.2144524788100888
16,23,predicted,24,0.16697142344756172
16,23,predicted,25,0.10613234656505467
16,23,predicted,26,0.058892169935401195
16,23,predicted,27,0.02937154333740238
16,23,predicted,28,0.013264888349286361
16,23,predicted,29,0.005423103805442024
16,23,predicted,30,0.0020013099901753473
16,23,predicted,31,0.0006643759479904882
16,23,predicted,32,0.00019778380916434156
16,23,predicted,33,5.266169326395601e-05
16,23,predicted,34,1.2510681149557296e-05
16,23,predicted,35,2.645130789129103e-06
16,23,predicted,36,4.962207027994839e-07
16,23,predicted,37,8.227896423396263e-08
16,23,predicted,38,1.1998465169225308e-08
16,23,predicted,39,1.528945956708182e-09
16,23,predicted,40,1.688343538632585e-10
16,23,predicted,41,1.5977421672429838e-11
16,23,predicted,42,1.2722886573201232e-12
16,23,predicted,43,7.681631984916749e-14
16,23,fixed_actual,16,0.0020161290322580645
16,23,fixed_actual,17,0.010080645161290322
16,23,fixed_actual,18,0.014112903225806451
16,23,fixed_actual,19,0.02217741935483871
16,23,fixed_actual,20,0.06653225806451613
16,23,fixed_actual,21,0.12903225806451613
16,23,fixed_actual,22,0.16129032258064516
16,23,fixed_actual,23,0.1774193548387097
16,23,fixed_actual,24,0.125
16,23,fixed_actual,25,0.06653225806451613
16,23,fixed_actual,26,0.05040322580645161
16,23,fixed_actual,27,0.02620967741935484
16,23,fixed_actual,28,0.016129032258064516
16,23,fixed_actual,29,0.018145161290322582
16,23,fixed_actual,30,0.02217741935483871
16,23,fixed_actual,31,0.010080645161290322
16,23,fixed_actual,32,0.04233870967741935
16,23,fixed_actual,33,0.0020161290322580645
16,23,fixed_actual,34,0.0020161290322580645
16,23,fixed_actual,35,0.004032258064516129
16,23,fixed_actual,47,0.004032258064516129
16,23,fixed_actual,48,0.028225806451612902
16,23,cont_sim,17,5e-05
16,23,cont_sim,18,0.00135
16,23,cont_sim,19,0.01065
16,23,cont_sim,20,0.0537
16,23,cont_sim,21,0.13095
16,23,cont_sim,22,0.20715
16,23,cont_sim,23,0.21605
16,23,cont_sim,24,0.16475
16,23,cont_sim,25,0.1043
16,23,cont_sim,26,0.0578
16,23,cont_sim,27,0.0307
16,23,cont_sim,28,0.0134
16,23,cont_sim,29,0.00605
16,23,cont_sim,30,0.00215
16,23,cont_sim,31,0.0006
16,23,cont_sim,32,0.0001
16,23,cont_sim,33,0.0002
16,23,cont_sim,36,5e-05
32,0,predicted,32,0.00018415927102776453
32,0,predicted,33,0.0063915181345161505
32,0,predicted,34,0.024860687849735903
32,0,predicted,35,0.05333293716264018
32,0,predicted,36,0.0833450825372551
32,0,predicted,37,0.10576367777215671
32,0,predicted,38,0.11648402698614375
32,0,predicted,39,0.11607738290128815
32,0,predicted,40,0.10736598132913171
32,0,predicted,41,0.09369749531608049
32,0,predicted,42,0.07796231368493646
32,0,predicted,43,0.06222118592949078
32,0,predicted,44,0.04775363682880885
32,0,predicted,45,0.03525606611852269
32,0,predicted,46,0.02501826424557147
32,0,predicted,47,0.01704241628145536
32,0,predicted,48,0.011130216822007134
32,0,predicted,49,0.006961185375555537
32,0,predicted,50,0.0041653454548503995
32,0,predicted,51,0.002382596253206381
32,0,predicted,52,0.0013018824954273396
32,0,predicted,53,0.0006791070823331946
32,0,predicted,54,0.0003379829519387978
32,0,predicted,55,0.000160398185461198
32,0,predicted,56,7.254660013179847e-05
32,0,predicted,57,3.125464686046415e-05
32,0,predicted,58,1.2819106847828298e-05
32,0,predicted,59,5.0027481981581945e-06
32,0,predicted,60,1.8566238471590617e-06
32,0,predicted,61,6.54867928525298e-07
32,0,predicted,62,2.1940205691051334e-07
32,0,predicted,63,6.977811374668948e-08
32,0,predicted,64,2.1053025576423094e-08
32,0,predicted,65,6.0220089412289826e-09
32,0,predicted,66,1.631921303628063e-09
32,0,predicted,67,4.186305753714763e-10
32,0,predicted,68,1.0153331723954654e-10
32,0,predicted,69,2.3235357494438907e-11
32,0,predicted,70,4.993709022082584e-12
32,0,predicted,71,9.800887007864401e-13
32,0,predicted,72,1.4494991002816343e-13
32,0,fixed_actual,33,0.004032258064516129
32,0,fixed_actual,34,0.012096774193548387
32,0,fixed_actual,35,0.004032258064516129
32,0,fixed_actual,36,0.024193548387096774
32,0,fixed_actual,37,0.04032258064516129
32,0,fixed_actual,38,0.04435483870967742
32,0,fixed_actual,39,0.056451612903225805
32,0,fixed_actual,40,0.07661290322580645
32,0,fixed_actual,41,0.06048387096774194
32,0,fixed_actual,42,0.06048387096774194
32,0,fixed_actual,43,0.07661290322580645
32,0,fixed_actual,44,0.06048387096774194
32,0,fixed_actual,45,0.04838709677419355
32,0,fixed_actual,46,0.03225806451612903
32,0,fixed_actual,47,0.05241935483870968
32,0,fixed_actual,48,0.04032258064516129
32,0,fixed_actual,49,0.04032258064516129
32,0,fixed_actual,50,0.008064516129032258
32,0,fixed_actual,51,0.028225806451612902
32,0,fixed_actual,52,0.008064516129032258
32,0,fixed_actual,53,0.016129032258064516
32,0,fixed_actual,54,0.012096774193548387
32,0,fixed_actual,55,0.004032258064516129
32,0,fixed_actual,56,0.024193548387096774
32,0,fixed_actual,57,0.004032258064516129
32,0,fixed_actual,58,0.012096774193548387
32,0,fixed_actual,62,0.016129032258064516
32,0,fixed_actual,64,0.10080645161290322
32,0,fixed_actual,96,0.03225806451612903
32,0,cont_sim,32,0.00025
32,0,cont_sim,33,0.00705
32,0,cont_sim,34,0.0249
32,0,cont_sim,35,0.0555
32,0,cont_sim,36,0.0815
32,0,cont_sim,37,0.10765
32,0,cont_sim,38,0.12145
32,0,cont_sim,39,0.1125
32,0,cont_sim,40,0.1045
32,0,cont_sim,41,0.09075
32,0,cont_sim,42,0.0772
32,0,cont_sim,43,0.0643
32,0,cont_sim,44,0.0483
32,0,cont_sim,45,0.0343
32,0,cont_sim,46,0.024
32,0,cont_sim,47,0.0159
32,0,cont_sim,48,0.01145
32,0,cont_sim,49,0.0074
32,0,cont_sim,50,0.0051
32,0,cont_sim,51,0.0032
32,0,cont_sim,52,0.00165
32,0,cont_sim,53,0.0006
32,0,cont_sim,54,0.0002
32,0,cont_sim,55,0.0002
32,0,cont_sim,56,0.00015
32,1,predicted,32,0.00032325538066271375
32,1,predicted,33,0.010755421246208983
32,1,predicted,34,0.03801396684664244
32,1,predicted,35,0.07229738670475147
32,1,predicted,36,0.10137300563265743
32,1,predicted,37,0.11815437975123363
32,1,predicted,38,0.12176939927271935
32,1,predicted,39,0.11504814475905897
32,1,predicted,40,0.10189682258594915
32,1,predicted,41,0.08571284265677527
32,1,predicted,42,0.06890834306222192
32,1,predicted,43,0.05304229499214694
32,1,predicted,44,0.03906834365726473
32,1,predicted,45,0.027492257462668604
32,1,predicted,46,0.018453519201440116
32,1,predicted,47,0.01179907182228027
32,1,predicted,48,0.007179162807846534
32,1,predicted,49,0.0041536806907666105
32,1,predicted,50,0.0022839538249900576
32,1,predicted,51,0.0011930379739122274
32,1,predicted,52,0.0005918151567102528
32,1,predicted,53,0.00027871089094986076
32,1,predicted,54,0.00012457700856036375
32,1,predicted,55,5.283484265832096e-05
32,1,predicted,56,2.1256045770126646e-05
32,1,predicted,57,8.109641785323119e-06
32,1,predicted,58,2.9332701396892093e-06
32,1,predicted,59,1.005554918052236e-06
32,1,predicted,60,3.266156452315257e-07
32,1,predicted,61,1.0049138823995236e-07
32,1,predicted,62,2.928093177840718e-08
32,1,predicted,63,8.078808967439662e-09
32,1,predicted,64,2.1106751483031243e-09
32,1,predicted,65,5.22306921045437e-10
32,1,predicted,66,1.2247013529903414e-10
32,1,predicted,67,2.7202355194325095e-11
32,1,predicted,68,5.683747820624888e-12
32,1,predicted,69,1.0691286491650033e-12
32,1,predicted,70,1.289055335476994e-13
32,1,fixed_actual,34,0.008064516129032258
32,1,fixed_actual,35,0.036290322580645164
32,1,fixed_actual,36,0.06048387096774194
32,1,fixed_actual,37,0.06451612903225806
32,1,fixed_actual,38,0.10080645161290322
32,1,fixed_actual,39,0.08870967741935484
32,1,fixed_actual,40,0.0846774193548387
32,1,fixed_actual,41,0.06451612903225806
32,1,fixed_actual,42,0.09274193548387097
32,1,fixed_actual,43,0.04435483870967742
32,1,fixed_actual,44,0.020161290322580645
32,1,fixed_actual,45,0.03225806451612903
32,1,fixed_actual,46,0.020161290322580645
32,1,fixed_actual,47,0.012096774193548387
32,1,fixed_actual,48,0.016129032258064516
32,1,fixed_actual,49,0.004032258064516129
32,1,fixed_actual,50,0.008064516129032258
32,1,fixed_actual,51,0.016129032258064516
32,1,fixed_actual,52,0.012096774193548387
32,1,fixed_actual,53,0.012096774193548387
32,1,fixed_actual,54,0.004032258064516129
32,1,fixed_actual,55,0.012096774193548387
32,1,fixed_actual,56,0.012096774193548387
32,1,fixed_actual,57,0.004032258064516129
32,1,fixed_actual,58,0.012096774193548387
32,1,fixed_actual,60,0.012096774193548387
32,1,fixed_actual,61,0.008064516129032258
32,1,fixed_actual,62,0.008064516129032258
32,1,fixed_actual,63,0.03225806451612903
32,1,fixed_actual,64,0.028225806451612902
32,1,fixed_actual,65,0.020161290322580645
32,1,fixed_actual,68,0.004032258064516129
32,1,fixed_actual,69,0.004032258064516129
32,1,fixed_actual,74,0.004032258064516129
32,1,fixed_actual,75,0.004032258064516129
32,1,fixed_actual,76,0.012096774193548387
32,1,fixed_actual,78,0.004032258064516129
32,1,fixed_actual,79,0.008064516129032258
32,1,fixed_actual,80,0.004032258064516129
32,1,fixed_actual,82,0.004032258064516129
32,1,cont_sim,32,0.00025
32,1,cont_sim,33,0.0117
32,1,cont_sim,34,0.03685
32,1,cont_sim,35,0.07415
32,1,cont_sim,36,0.1032
32,1,cont_sim,37,0.1157
32,1,cont_sim,38,0.12235
32,1,cont_sim,39,0.11285
32,1,cont_sim,40,0.10185
32,1,cont_sim,41,0.088
32,1,cont_sim,42,0.06715
32,1,cont_sim,43,0.05465
32,1,cont_sim,44,0.0392
32,1,cont_sim,45,0.0282
32,1,cont_sim,46,0.01795
32,1,cont_sim,47,0.01195
32,1,cont_sim,48,0.00645
32,1,cont_sim,49,0.00325
32,1,cont_sim,50,0.0023
32,1,cont_sim,51,0.00105
32,1,cont_sim,52,0.0004
32,1,cont_sim,53,0.0003
32,1,cont_sim,54,0.00015
32,1,cont_sim,57,0.0001
32,2,predicted,32,5.784930072507256e-06
32,2,predicted,33,0.0002552355237764337
32,2,predicted,34,0.0014986652479685785
32,2,predicted,35,0.004901213456818708
32,2,predicted,36,0.010936540643812394
32,2,predicted,37,0.018549837335070957
32,2,predicted,38,0.026255149121062037
32,2,predicted,39,0.033369484824301576
32,2,predicted,40,0.04004533234460524
32,2,predicted,41,0.04665376467836459
32,2,predicted,42,0.0532581105406583
32,2,predicted,43,0.059516313748555705
32,2,predicted,44,0.0648698586555313
32,2,predicted,45,0.06875635896381657
32,2,predicted,46,0.07074463938533383
32,2,predicted,47,0.07060235835257647
32,2,predicted,48,0.06831847967754691
32,2,predicted,49,0.06409155233878253
32,2,predicted,50,0.058290548749117
32,2,predicted,51,0.0513963219427938
32,2,predicted,52,0.043934028816644564
