ep,bs,source_ep,source_bs,num_samples,p_eff,overhead_alpha,overhead_beta,bin_decimals,pred_expected_x,actual_expected_x,pred_p95_x,actual_p95_x,tvd
4,32,4,1,5000,8.0,0.0,0.0,3,19.886616666666665,22.88155241935484,29.0,32.0,0.2751502688172043
